filename	factorName	cellLine	pos	whm.	whm..1	delta	height	height_norm	avg	bgr	sig_to_noise
MYC-human_endothelial_cell_of_umbilical_vein_ENCFF838YUD-flat80-peaklist.text	MYC	endothelial_cell_of_umbilical_vein	5404	5364	5511	147	3.87787513691	2.60951989777	2.5307507672	0.499269806499	1.94174273823
MYC-human_endothelial_cell_of_umbilical_vein_ENCFF838YUD-flat80-peaklist.text	MYC	endothelial_cell_of_umbilical_vein	5936	5797	5997	200	6.39229645856	5.12394121942	3.95948425089	-0.217415115005	3.68178462472
MYC-human_GM12878_ENCFF000ROS-flat80-peaklist.text	MYC	GM12878	5891	5753	6021	268	2.14933417882	1.47830374128	0.696552793054	-1.23351299937	2.09183959381
MYC-human_H1-hESC_ENCFF000WSD-flat80-peaklist.text	MYC	H1-hESC	423	356	624	268	1.95093259382	1.76567227267	1.1879014465	0.155711857584	3.65889397883
MYC-human_H1-hESC_ENCFF000WSF-flat80-peaklist.text	MYC	H1-hESC	434	368	503	135	2.73956977249	2.52745583039	1.78156660966	0.421248940963	4.09014624981
MYC-human_H1-hESC_ENCFF522IHE-flat80-peaklist.text	MYC	H1-hESC	434	366	505	139	2.73700718625	2.55090344225	1.80628555547	0.412951125581	3.82363287589
MYC-human_H1-hESC_ENCFF704ENS-flat80-peaklist.text	MYC	H1-hESC	434	359	523	164	2.19733455481	1.97914212799	1.54427338428	0.310179732147	2.96577395362
MYC-human_H1-hESC_ENCFF886XFA-flat80-peaklist.text	MYC	H1-hESC	434	389	504	115	2.7853406242	2.59901652289	1.91812974072	0.527775036027	3.48818610368
MYC-human_H1-hESC_ENCFF889SXI-flat80-peaklist.text	MYC	H1-hESC	435	365	519	154	2.21406447673	1.98249574663	1.54656866677	0.319253588099	2.99384146565
MYC-human_HepG2_ENCFF213OUX-flat80-peaklist.text	MYC	HepG2	5913	5855	5993	138	2.04501915709	1.11812260536	1.1308470465	-0.505268199234	1.36646907826
MYC-human_HepG2_ENCFF267YIK-flat80-peaklist.text	MYC	HepG2	460	362	517	155	3.51724137931	2.36360991379	2.2200002763	0.613146551724	1.49491623161
MYC-human_HepG2_ENCFF267YIK-flat80-peaklist.text	MYC	HepG2	5920	5760	5998	238	2.91271551724	1.75908405172	1.39319722984	-0.792564655172	1.83087647025
MYC-human_HepG2_ENCFF281EKT-flat80-peaklist.text	MYC	HepG2	467	370	545	175	2.77083333333	2.14834770115	1.883579872	0.408045977011	1.71764448141
MYC-human_HepG2_ENCFF281EKT-flat80-peaklist.text	MYC	HepG2	5821	5757	5985	228	1.71767241379	1.09518678161	0.883247377403	-0.840158045977	1.76577556241
MYC-human_HepG2_ENCFF688GSK-flat80-peaklist.text	MYC	HepG2	466	355	556	201	3.18154158215	2.12981744422	2.14779185829	0.604462474645	1.40438910117
MYC-human_HepG2_ENCFF688GSK-flat80-peaklist.text	MYC	HepG2	5919	5756	5998	242	2.38742393509	1.33569979716	1.232998606	-0.856490872211	1.4123526133
MYC-human_HepG2_ENCFF747LPI-flat80-peaklist.text	MYC	HepG2	467	399	512	113	3.11224489796	2.50122097115	2.2438670568	0.750703729768	1.37046533238
MYC-human_K562_ENCFF000YLA-flat80-peaklist.text	MYC	K562	449	367	575	208	6.19137645108	5.77862686567	3.90912264832	0.84543946932	4.90601509157
MYC-human_K562_ENCFF000YLA-flat80-peaklist.text	MYC	K562	5967	5940	6003	63	1.5087893864	1.096039801	1.02920812604	0.006135986733	1.39803933038
MYC-human_K562_ENCFF185FQG-flat80-peaklist.text	MYC	K562	441	370	518	148	2.87654320988	2.47388888889	1.84770900655	0.197530864198	2.23743430408
MYC-human_K562_ENCFF191PXA-flat80-peaklist.text	MYC	K562	435	371	502	131	6.6746031746	6.46891330891	4.55074832575	1.26056166056	6.58703596349
MYC-human_K562_ENCFF268XFT-flat80-peaklist.text	MYC	K562	418	381	442	61	2.10952380952	1.63593650794	1.38594470046	0.446825396825	1.30993537513
MYC-human_K562_ENCFF307MJD-flat80-peaklist.text	MYC	K562	426	366	516	150	2.99604006522	2.50166317261	1.90647642936	0.162823200559	1.92140342077
MYC-human_K562_ENCFF403SIA-flat80-peaklist.text	MYC	K562	435	389	495	106	4.39737654321	3.76412037037	2.84758278528	0.0659722222222	2.67988815967
MYC-human_K562_ENCFF449JIA-flat80-peaklist.text	MYC	K562	447	384	504	120	2.139329806	1.71301587302	1.44272450333	0.180776014109	1.43498950158
MYC-human_K562_ENCFF599CXO-flat80-peaklist.text	MYC	K562	447	370	515	145	1.96472663139	1.50546737213	1.2478195743	-0.0299823633157	1.61278837798
MYC-human_K562_ENCFF649RGM-flat80-peaklist.text	MYC	K562	5689	5657	5708	51	2.37248157248	1.89199017199	1.54777924778	-0.0798525798526	1.48181996213
MYC-human_K562_ENCFF713RWU-flat80-peaklist.text	MYC	K562	427	351	508	157	3.15331010453	2.8547815599	2.04668378858	0.431519699812	3.52669360417
MYC-human_K562_ENCFF895BNY-flat80-peaklist.text	MYC	K562	220	172	309	137	2.81868131868	2.5110989011	2.22559324733	1.20879120879	1.40779750011
MYC-human_K562_ENCFF895BNY-flat80-peaklist.text	MYC	K562	434	370	511	141	6.24725274725	5.93967032967	4.53169014085	1.3489010989	6.22590970822
MYC-human_K562_ENCFF936GCU-flat80-peaklist.text	MYC	K562	435	367	556	189	3.01958525346	2.64702233251	1.89160945167	0.431717476072	3.10144290392
MYC-human_K562_ENCFF980SLK-flat80-peaklist.text	MYC	K562	429	388	490	102	4.2940287226	3.76844797178	2.78878786322	0.237465356513	2.72147040424
MYC-human_MCF-7_ENCFF000RZJ-flat80-peaklist.text	MYC	MCF-7	141	59	284	225	72.3542857143	71.5446857143	50.7863969659	12.5142857143	26.0332934767
MYC-human_MCF-7_ENCFF000RZJ-flat80-peaklist.text	MYC	MCF-7	424	324	537	213	47.6742857143	46.8646857143	38.1353004005	20.2942857143	10.7726192945
MYC-human_MCF-7_ENCFF000RZJ-flat80-peaklist.text	MYC	MCF-7	737	629	808	179	53.7657142857	52.9561142857	40.6966984127	9.12571428571	16.3873772574
MYC-human_MCF-7_ENCFF000RZJ-flat80-peaklist.text	MYC	MCF-7	956	933	986	53	3.78857142857	2.97897142857	2.67798941799	0.16	1.32466875807
MYC-human_MCF-7_ENCFF000RZJ-flat80-peaklist.text	MYC	MCF-7	1684	1650	1713	63	3.51428571429	2.70468571429	2.27723214286	-0.262857142857	1.39510182141
MYC-human_MCF-7_ENCFF000RZJ-flat80-peaklist.text	MYC	MCF-7	5877	5798	5985	187	41.1485714286	40.3389714286	23.1841337386	-0.477142857143	13.5330038866
MYC-human_MCF-7_ENCFF000RZL-flat80-peaklist.text	MYC	MCF-7	165	59	289	230	68.6857142857	67.9789714286	50.5864440322	15.2085714286	46.9709967992
MYC-human_MCF-7_ENCFF000RZL-flat80-peaklist.text	MYC	MCF-7	441	325	519	194	50.72	50.0132571429	42.0780952381	22.4114285714	22.055995695
MYC-human_MCF-7_ENCFF000RZL-flat80-peaklist.text	MYC	MCF-7	739	628	810	182	54.6685714286	53.9618285714	40.8720062451	9.12285714286	35.9534136364
MYC-human_MCF-7_ENCFF000RZL-flat80-peaklist.text	MYC	MCF-7	955	930	988	58	4.85142857143	4.14468571429	3.26673123487	0.111428571429	3.79007565791
MYC-human_MCF-7_ENCFF000RZL-flat80-peaklist.text	MYC	MCF-7	1617	1582	1724	142	3.89714285714	3.1904	2.21430569431	-0.291428571429	3.34743646012
MYC-human_MCF-7_ENCFF000RZL-flat80-peaklist.text	MYC	MCF-7	1897	1871	1932	61	2.29142857143	1.58468571429	1.32875576037	-0.231428571429	2.13307393226
MYC-human_MCF-7_ENCFF000RZL-flat80-peaklist.text	MYC	MCF-7	5877	5789	5988	199	27.5085714286	26.8018285714	14.8241142857	-0.522857142857	19.9600815398
MYC-human_MCF-7_ENCFF110UPZ-flat80-peaklist.text	MYC	MCF-7	200	51	295	244	23.4828571429	23.2364285714	18.2709037901	6.54571428571	8.73128845477
MYC-human_MCF-7_ENCFF110UPZ-flat80-peaklist.text	MYC	MCF-7	416	345	519	174	31.8	31.5535714286	25.097077551	10.3357142857	10.3389222512
MYC-human_MCF-7_ENCFF110UPZ-flat80-peaklist.text	MYC	MCF-7	733	611	805	194	17.0942857143	16.8478571429	13.0647765568	4.38428571429	6.72342311815
MYC-human_MCF-7_ENCFF110UPZ-flat80-peaklist.text	MYC	MCF-7	968	916	1076	160	4.82	4.57357142857	3.11217391304	-0.127142857143	2.42654424558
MYC-human_MCF-7_ENCFF110UPZ-flat80-peaklist.text	MYC	MCF-7	1244	1146	1282	136	3.16285714286	2.91642857143	2.26229405631	-0.384285714286	1.71710956516
MYC-human_MCF-7_ENCFF110UPZ-flat80-peaklist.text	MYC	MCF-7	1624	1597	1712	115	3.55428571429	3.30785714286	2.58842364532	0.0228571428571	1.44545183839
MYC-human_MCF-7_ENCFF110UPZ-flat80-peaklist.text	MYC	MCF-7	1885	1796	1941	145	3.06	2.81357142857	1.91692759295	-0.294285714286	1.7828666078
MYC-human_MCF-7_ENCFF110UPZ-flat80-peaklist.text	MYC	MCF-7	3962	3912	4045	133	3.22857142857	2.98214285714	1.91385927505	-0.287142857143	1.63164835537
MYC-human_MCF-7_ENCFF110UPZ-flat80-peaklist.text	MYC	MCF-7	5878	5781	5993	212	7.78571428571	7.53928571429	4.96837022133	-0.525714285714	3.79926449339
MYC-human_MCF-7_ENCFF273JMW-flat80-peaklist.text	MYC	MCF-7	129	29	295	266	4.70544256896	3.49503993413	3.25751933179	1.09243310004	2.03666918376
MYC-human_MCF-7_ENCFF273JMW-flat80-peaklist.text	MYC	MCF-7	5892	5778	6009	231	5.27234252779	4.06193989296	3.12424823611	-0.800214079868	2.95211974808
MYC-human_MCF-7_ENCFF289NKQ-flat80-peaklist.text	MYC	MCF-7	201	62	283	221	13.4772893773	12.9684395604	9.64113025113	2.29135531136	7.43686381789
MYC-human_MCF-7_ENCFF289NKQ-flat80-peaklist.text	MYC	MCF-7	416	341	548	207	15.3323076923	14.8234578755	11.339103973	4.62967032967	6.67860954777
MYC-human_MCF-7_ENCFF289NKQ-flat80-peaklist.text	MYC	MCF-7	680	639	805	166	7.10981684982	6.60096703297	5.7710767476	2.28285714286	2.32423273324
MYC-human_MCF-7_ENCFF289NKQ-flat80-peaklist.text	MYC	MCF-7	5454	5338	5518	180	2.4926007326	1.98375091575	1.22369133629	-0.595677655678	2.40237168518
MYC-human_MCF-7_ENCFF289NKQ-flat80-peaklist.text	MYC	MCF-7	5971	5825	6003	178	10.0193406593	9.51049084249	7.06555753371	-0.234542124542	7.97974273841
MYC-human_MCF-7_ENCFF296RZI-flat80-peaklist.text	MYC	MCF-7	129	29	296	267	4.24063936064	2.9688967033	3.13861794921	1.11348651349	1.73092783929
MYC-human_MCF-7_ENCFF296RZI-flat80-peaklist.text	MYC	MCF-7	5891	5778	6008	230	4.98125874126	3.70951608392	2.94335032932	-0.77022977023	2.58772731437
MYC-human_MCF-7_ENCFF390BGO-flat80-peaklist.text	MYC	MCF-7	141	59	287	228	63.1328571429	62.7049571429	46.2092763568	13.3435714286	46.3685891642
MYC-human_MCF-7_ENCFF390BGO-flat80-peaklist.text	MYC	MCF-7	417	317	519	202	43.4071428571	42.9792428571	35.8979380718	20.305	20.8287222192
MYC-human_MCF-7_ENCFF390BGO-flat80-peaklist.text	MYC	MCF-7	737	629	809	180	49.9685714286	49.5406714286	36.8390055249	8.34857142857	39.0177437163
MYC-human_MCF-7_ENCFF390BGO-flat80-peaklist.text	MYC	MCF-7	955	930	990	60	3.94	3.5121	2.57536299766	-0.04	3.41595143494
MYC-human_MCF-7_ENCFF390BGO-flat80-peaklist.text	MYC	MCF-7	1620	1569	1717	148	2.69142857143	2.26352857143	1.73879194631	-0.296428571429	3.07067466408
MYC-human_MCF-7_ENCFF390BGO-flat80-peaklist.text	MYC	MCF-7	1897	1873	1923	50	1.95428571429	1.52638571429	1.21980392157	-0.271428571429	1.90125256531
MYC-human_MCF-7_ENCFF390BGO-flat80-peaklist.text	MYC	MCF-7	3967	3912	4033	121	1.47857142857	1.05067142857	0.622950819672	-0.343571428571	1.60757609678
MYC-human_MCF-7_ENCFF390BGO-flat80-peaklist.text	MYC	MCF-7	5877	5785	5985	200	23.4728571429	23.0449571429	12.8741791045	-0.277857142857	17.701959397
MYC-human_MCF-7_ENCFF504IOK-flat80-peaklist.text	MYC	MCF-7	200	55	298	243	24.0644897959	23.7627755102	18.3209568418	6.35591836735	8.31183063017
MYC-human_MCF-7_ENCFF504IOK-flat80-peaklist.text	MYC	MCF-7	416	346	518	172	32.2930612245	31.9913469388	25.4162746255	10.1571428571	9.80412777933
MYC-human_MCF-7_ENCFF504IOK-flat80-peaklist.text	MYC	MCF-7	703	616	807	191	16.4767346939	16.1750204082	12.9105484694	4.5	5.34133717992
MYC-human_MCF-7_ENCFF504IOK-flat80-peaklist.text	MYC	MCF-7	975	916	1075	159	4.43755102041	4.13583673469	2.88048979592	-0.0465306122449	1.94704990138
MYC-human_MCF-7_ENCFF504IOK-flat80-peaklist.text	MYC	MCF-7	1193	1155	1280	125	3.37795918367	3.07624489796	2.3256106252	-0.246530612245	1.52448394401
MYC-human_MCF-7_ENCFF504IOK-flat80-peaklist.text	MYC	MCF-7	1624	1597	1714	117	3.56653061224	3.26481632653	2.72978900035	0.195510204082	1.34346599294
MYC-human_MCF-7_ENCFF504IOK-flat80-peaklist.text	MYC	MCF-7	1883	1794	1938	144	2.61469387755	2.31297959184	1.71829415904	-0.508571428571	1.46371500963
MYC-human_MCF-7_ENCFF504IOK-flat80-peaklist.text	MYC	MCF-7	3955	3907	4047	140	3.05306122449	2.75134693878	1.96208423795	-0.429387755102	1.54901646667
MYC-human_MCF-7_ENCFF504IOK-flat80-peaklist.text	MYC	MCF-7	5874	5779	5993	214	8.20489795918	7.90318367347	5.11347698149	-0.480816326531	3.56699646591
MYC-human_MCF-7_ENCFF539SCC-flat80-peaklist.text	MYC	MCF-7	130	52	191	139	6.3840785169	5.78424601963	4.76711419224	2.48379498364	3.77592911929
MYC-human_MCF-7_ENCFF539SCC-flat80-peaklist.text	MYC	MCF-7	417	328	618	290	10.9014176663	10.301585169	7.88782365925	3.14410032715	6.54927315892
MYC-human_MCF-7_ENCFF539SCC-flat80-peaklist.text	MYC	MCF-7	5386	5348	5542	194	2.35969465649	1.75986215921	1.40967457987	-0.3053217012	2.59974372399
MYC-human_MCF-7_ENCFF539SCC-flat80-peaklist.text	MYC	MCF-7	5878	5784	5917	133	5.43411123228	4.83427873501	4.32143361708	2.03350054526	3.80719630278
MYC-human_MCF-7_ENCFF539SCC-flat80-peaklist.text	MYC	MCF-7	5971	5921	5996	75	5.773304253	5.17347175573	4.91367273145	2.14410032715	2.4071469191
MYC-human_MCF-7_ENCFF670PJL-flat80-peaklist.text	MYC	MCF-7	197	110	233	123	160.797380952	159.746766667	114.158020353	6.00345238095	42.6462149806
MYC-human_MCF-7_ENCFF670PJL-flat80-peaklist.text	MYC	MCF-7	425	354	515	161	110.410238095	109.35962381	65.7493805115	6.46071428571	33.2066056964
MYC-human_MCF-7_ENCFF670PJL-flat80-peaklist.text	MYC	MCF-7	741	670	805	135	95.7578571429	94.7072428571	65.7570421919	1.4875	24.2327075061
MYC-human_MCF-7_ENCFF670PJL-flat80-peaklist.text	MYC	MCF-7	5938	5839	5986	147	50.4376190476	49.3870047619	28.9302662484	-1.12922619048	14.4179331206
MYC-human_MCF-7_ENCFF801ISK-flat80-peaklist.text	MYC	MCF-7	130	59	183	124	5.44789311408	4.92962466598	4.43242622816	2.38912641316	2.45372456624
MYC-human_MCF-7_ENCFF801ISK-flat80-peaklist.text	MYC	MCF-7	482	322	747	425	9.94409044193	9.42582199383	6.64486197762	2.13630010277	7.12790104389
MYC-human_MCF-7_ENCFF801ISK-flat80-peaklist.text	MYC	MCF-7	5389	5354	5543	189	1.94170606372	1.42343761562	1.0538711527	-0.310380267215	1.9615035848
MYC-human_MCF-7_ENCFF801ISK-flat80-peaklist.text	MYC	MCF-7	5971	5772	6005	233	5.12670092497	4.60843247688	3.94527525233	-0.124419321686	4.01874210569
MYC-human_MCF-7_ENCFF806HHS-flat80-peaklist.text	MYC	MCF-7	198	113	233	120	174.882539683	173.507288889	125.150880231	7.31015873016	39.2841972102
MYC-human_MCF-7_ENCFF806HHS-flat80-peaklist.text	MYC	MCF-7	425	353	515	162	117.090793651	115.715542857	70.6783990651	7.87428571429	31.9389908416
MYC-human_MCF-7_ENCFF806HHS-flat80-peaklist.text	MYC	MCF-7	741	669	805	136	106.805079365	105.429828571	70.8201784266	1.69015873016	24.2076405147
MYC-human_MCF-7_ENCFF806HHS-flat80-peaklist.text	MYC	MCF-7	5938	5840	5986	146	54.020952381	52.6457015873	31.3369268977	-1.18349206349	14.0962532132
MYC-human_MCF-7_ENCFF807FZS-flat80-peaklist.text	MYC	MCF-7	142	60	282	222	69.0806469003	68.5840722372	48.2930738641	12.1902425876	43.342574846
MYC-human_MCF-7_ENCFF807FZS-flat80-peaklist.text	MYC	MCF-7	415	322	533	211	45.5891105121	45.0925358491	36.8448324264	19.4376819407	19.3852860805
MYC-human_MCF-7_ENCFF807FZS-flat80-peaklist.text	MYC	MCF-7	724	628	808	180	50.0500269542	49.5534522911	38.0663037036	8.45752021563	30.9705110317
MYC-human_MCF-7_ENCFF807FZS-flat80-peaklist.text	MYC	MCF-7	953	921	987	66	3.3590296496	2.86245498652	2.25221225409	-0.0911051212938	2.64201602521
MYC-human_MCF-7_ENCFF807FZS-flat80-peaklist.text	MYC	MCF-7	1679	1592	1712	120	3.00668463612	2.51010997305	1.95790693012	-0.169811320755	2.03295685715
MYC-human_MCF-7_ENCFF807FZS-flat80-peaklist.text	MYC	MCF-7	5877	5799	5985	186	37.5274393531	37.03086469	21.7423895527	-0.456172506739	22.8183031944
MYC-human_MCF-7_ENCFF819FIE-flat80-peaklist.text	MYC	MCF-7	141	60	289	229	70.4742857143	70.3584	52.1097888199	16.0657142857	34.9240057877
MYC-human_MCF-7_ENCFF819FIE-flat80-peaklist.text	MYC	MCF-7	376	326	523	197	49.6	49.4841142857	40.7967676768	22.8457142857	14.8710615316
MYC-human_MCF-7_ENCFF819FIE-flat80-peaklist.text	MYC	MCF-7	741	626	810	184	54.8628571429	54.7469714286	40.1597837838	8.65714285714	27.0478681288
MYC-human_MCF-7_ENCFF819FIE-flat80-peaklist.text	MYC	MCF-7	958	932	1070	138	4.98285714286	4.86697142857	2.7233299075	0.0114285714286	2.75888162126
MYC-human_MCF-7_ENCFF819FIE-flat80-peaklist.text	MYC	MCF-7	1681	1591	1711	120	3.90285714286	3.78697142857	2.62890200708	-0.234285714286	2.28427802742
MYC-human_MCF-7_ENCFF819FIE-flat80-peaklist.text	MYC	MCF-7	1904	1794	1943	149	2.51428571429	2.3984	1.31196190476	-0.331428571429	1.50741404254
MYC-human_MCF-7_ENCFF819FIE-flat80-peaklist.text	MYC	MCF-7	5877	5786	5985	199	26.5085714286	26.3926857143	14.3141142857	-0.171428571429	13.3044480809
MYC-human_MCF-7_ENCFF929ODT-flat80-peaklist.text	MYC	MCF-7	201	61	286	225	13.1952380952	12.7824175824	9.42388797044	2.12684981685	6.74942183387
MYC-human_MCF-7_ENCFF929ODT-flat80-peaklist.text	MYC	MCF-7	416	338	552	214	15.0502564103	14.6374358974	11.0062898032	4.14750915751	6.58580183612
MYC-human_MCF-7_ENCFF929ODT-flat80-peaklist.text	MYC	MCF-7	681	645	803	158	6.65538461538	6.24256410256	5.56925150321	2.1626007326	2.10115916348
MYC-human_MCF-7_ENCFF929ODT-flat80-peaklist.text	MYC	MCF-7	5453	5356	5516	160	2.69758241758	2.28476190476	1.48673128114	-0.508717948718	2.14172028987
MYC-human_MCF-7_ENCFF929ODT-flat80-peaklist.text	MYC	MCF-7	5958	5827	6002	175	10.0858608059	9.67304029304	7.18115384615	-0.163882783883	7.42029425661
MYC-human_MCF-7_ENCFF981GZW-flat80-peaklist.text	MYC	MCF-7	141	67	284	217	63.8508374384	63.0367211823	44.4774049803	11.377635468	44.0502687226
MYC-human_MCF-7_ENCFF981GZW-flat80-peaklist.text	MYC	MCF-7	415	325	532	207	42.438817734	41.6247014778	33.5670879121	18.1690640394	17.5059514686
MYC-human_MCF-7_ENCFF981GZW-flat80-peaklist.text	MYC	MCF-7	734	636	808	172	49.3710344828	48.5569182266	37.0792095447	7.64463054187	31.3495455694
MYC-human_MCF-7_ENCFF981GZW-flat80-peaklist.text	MYC	MCF-7	957	935	985	50	3.44275862069	2.62864236453	2.52033999807	0.461083743842	2.10074451543
MYC-human_MCF-7_ENCFF981GZW-flat80-peaklist.text	MYC	MCF-7	1684	1599	1712	113	2.90600985222	2.09189359606	1.76222106992	-0.0576354679803	2.04399048126
MYC-human_MCF-7_ENCFF981GZW-flat80-peaklist.text	MYC	MCF-7	5877	5800	5984	184	34.9568472906	34.1427310345	19.7894916789	-0.596650246305	23.4500533412
NANOG-human_H1-hESC_ENCFF184OIJ-flat80-peaklist.text	NANOG	H1-hESC	402	335	500	165	25.7185873864	24.9629390134	17.9856062006	4.62679525428	10.6622702899
NANOG-human_H1-hESC_ENCFF184OIJ-flat80-peaklist.text	NANOG	H1-hESC	606	539	675	136	17.4984042184	16.7427558454	11.3313125671	5.02312148755	6.30129636255
NANOG-human_H1-hESC_ENCFF691GHU-flat80-peaklist.text	NANOG	H1-hESC	399	358	538	180	3.46243062917	3.08460622311	2.40761987903	0.686225603292	3.01721138838
NANOG-human_H1-hESC_ENCFF691GHU-flat80-peaklist.text	NANOG	H1-hESC	606	542	670	128	3.00018706741	2.62236266135	1.91252109342	0.67571865062	2.58851100756
NANOG-human_H1-hESC_ENCFF787ANY-flat80-peaklist.text	NANOG	H1-hESC	401	353	500	147	3.1782635468	2.81306034483	2.52776927173	0.705080049261	2.56203068984
NANOG-human_H1-hESC_ENCFF787ANY-flat80-peaklist.text	NANOG	H1-hESC	607	573	636	63	2.74064039409	2.37543719212	1.98823218134	0.836884236453	2.31194200449
NANOG-human_H1-hESC_ENCFF915EXK-flat80-peaklist.text	NANOG	H1-hESC	402	341	499	158	24.3290947211	23.6022411236	17.7795263385	5.83051800842	10.1887159284
NANOG-human_H1-hESC_ENCFF915EXK-flat80-peaklist.text	NANOG	H1-hESC	607	541	670	129	17.3010210169	16.5741674195	11.2660840651	5.09553070721	7.07109910179
NCOR1-human_K562_ENCFF059UBN-flat80-peaklist.text	NCOR1	K562	435	149	551	402	1.27697114342	1.02495352571	0.845058933675	0.1330006509	3.03032800168
NCOR1-human_K562_ENCFF246WTN-flat80-peaklist.text	NCOR1	K562	435	147	547	400	1.28562249207	1.01707995664	0.862261293186	0.113603381503	3.25298269743
NFE2-human_K562_ENCFF570ZZQ-flat80-peaklist.text	NFE2	K562	5692	5645	5775	130	1.96924168514	1.6611751663	1.12328227349	-0.0284257206208	2.52649346074
NFIC-human_HepG2_ENCFF085TCW-flat80-peaklist.text	NFIC	HepG2	483	335	608	273	1.59723199625	1.32036124795	1.01472182127	0.289819376026	2.23900031698
NFIC-human_HepG2_ENCFF769MOD-flat80-peaklist.text	NFIC	HepG2	482	377	524	147	1.50391389432	1.25706862811	1.09137192392	0.482404345772	1.3856776717
NFRKB-human_K562_ENCFF608FVU-flat80-peaklist.text	NFRKB	K562	270	117	329	212	2.11371678346	1.80467679641	1.76067022175	0.916082703115	4.16307067125
NFRKB-human_K562_ENCFF608FVU-flat80-peaklist.text	NFRKB	K562	431	333	502	169	2.37652350887	2.06748352182	1.92437362512	0.773028978469	5.19098537986
NFRKB-human_K562_ENCFF949DRZ-flat80-peaklist.text	NFRKB	K562	223	83	336	253	2.86158846268	2.56593762869	2.53601382228	1.46423147258	5.51499523181
NFRKB-human_K562_ENCFF949DRZ-flat80-peaklist.text	NFRKB	K562	394	340	476	136	2.84982797632	2.55417714233	2.52294720493	1.30660287547	5.49220172354
NONO-human_K562_ENCFF100NWH-flat80-peaklist.text	NONO	K562	424	341	536	195	1.34915980689	1.04914866621	1.03906264802	0.402681500279	3.43520990919
NONO-human_K562_ENCFF594FPL-flat80-peaklist.text	NONO	K562	440	347	529	182	1.39968951891	1.15144769648	1.05859640766	0.462275763658	3.30993131249
NR2C2-human_HepG2_ENCFF000XZK-flat80-peaklist.text	NR2C2	HepG2	717	573	829	256	1.61335403727	1.08572981366	1.03060426082	0.132763975155	1.34631213905
NR2F1-human_K562_ENCFF010LCS-flat80-peaklist.text	NR2F1	K562	245	143	342	199	2.89344011958	2.71146227449	2.40664789284	1.13620456105	5.14322212653
NR2F1-human_K562_ENCFF010LCS-flat80-peaklist.text	NR2F1	K562	456	367	558	191	2.81858195629	2.6366041112	2.55171678335	1.92646229245	2.21128377016
NR2F1-human_K562_ENCFF010LCS-flat80-peaklist.text	NR2F1	K562	691	614	786	172	2.30372278693	2.12174494185	1.92019215526	0.917716743379	4.32247735341
NR2F1-human_K562_ENCFF565IHI-flat80-peaklist.text	NR2F1	K562	246	146	350	204	2.71928236359	2.55604106658	2.22190424957	0.943095218501	6.12743117423
NR2F1-human_K562_ENCFF565IHI-flat80-peaklist.text	NR2F1	K562	429	354	516	162	2.29594272076	2.13270142375	2.01049061578	1.3832565221	3.46238983844
NR2F1-human_K562_ENCFF565IHI-flat80-peaklist.text	NR2F1	K562	694	609	807	198	1.57739280718	1.41415151016	1.22404260625	0.521913834252	3.93004896257
NR2F2-human_K562_ENCFF546YUW-flat80-peaklist.text	NR2F2	K562	246	205	266	61	2.14358974359	1.91302820513	1.73782258065	0.872948717949	1.54441538089
NR2F2-human_K562_ENCFF705VZW-flat80-peaklist.text	NR2F2	K562	242	209	281	72	2.07727272727	1.75295454545	1.68856026014	0.804974747475	1.64081928191
NR2F2-human_MCF-7_ENCFF000QOV-flat80-peaklist.text	NR2F2	MCF-7	479	431	609	178	1.79394101161	1.32924062458	1.0079731772	-0.101294541572	1.83073213906
NR2F2-human_MCF-7_ENCFF000QOY-flat80-peaklist.text	NR2F2	MCF-7	213	164	283	119	2.84520313265	2.51892315223	2.34764827052	1.28745717083	1.90460510497
NR2F2-human_MCF-7_ENCFF000QOY-flat80-peaklist.text	NR2F2	MCF-7	463	407	579	172	3.9334557024	3.60717572198	2.82697212249	1.45927557513	3.05153429141
NR2F2-human_MCF-7_ENCFF000QOY-flat80-peaklist.text	NR2F2	MCF-7	674	618	771	153	2.39826235928	2.07198237885	2.03698024932	0.997993147332	1.62943251492
NR2F6-human_HepG2_ENCFF379PVS-flat80-peaklist.text	NR2F6	HepG2	464	418	581	163	2.0214579659	1.77104056437	1.44407701352	0.644767783657	1.92206339168
NR2F6-human_HepG2_ENCFF379PVS-flat80-peaklist.text	NR2F6	HepG2	706	601	788	187	1.62007642563	1.3696590241	1.32775307391	0.415784832451	1.64585983349
NR3C1-human_A549_ENCFF000NDA-flat80-peaklist.text	NR3C1	A549	141	106	197	91	3.47222222222	3.01986111111	2.41183574879	0.604166666667	2.15794661772
NR3C1-human_A549_ENCFF000NDA-flat80-peaklist.text	NR3C1	A549	441	360	517	157	3.625	3.17263888889	2.61524261603	0.868055555556	1.9160567848
NR3C1-human_A549_ENCFF000NDA-flat80-peaklist.text	NR3C1	A549	754	624	775	151	2.76388888889	2.31152777778	1.64775219298	0.277777777778	1.64086653903
NR3C1-human_A549_ENCFF000NDD-flat80-peaklist.text	NR3C1	A549	168	107	222	115	4.74387947269	4.23928907721	3.35643954153	0.0700329566855	3.62235807746
NR3C1-human_A549_ENCFF000NDD-flat80-peaklist.text	NR3C1	A549	441	339	565	226	4.63112052731	4.12653013183	2.70565988037	0.0363700564972	2.83199956275
